site_number,site_location,date,Max,Min,Mean,Range
IR1,IR,6/15/15,30.243,29.665,29.90985417,0.578
IR1,IR,6/16/15,29.865,29.515,29.73609375,0.35
IR1,IR,6/17/15,29.615,29.14,29.37597917,0.475
IR1,IR,6/18/15,29.865,29.14,29.45258333,0.725
IR1,IR,6/19/15,30.066,29.215,29.66563542,0.851
IR1,IR,6/20/15,29.966,29.34,29.63903125,0.626
IR1,IR,6/21/15,29.79,29.34,29.5603125,0.45
IR1,IR,6/22/15,29.515,29.065,29.389,0.45
IR1,IR,6/23/15,29.54,29.14,29.42257292,0.4
IR1,IR,6/24/15,29.815,29.065,29.445875,0.75
IR1,IR,6/25/15,30.016,29.315,29.648,0.701
IR1,IR,6/26/15,30.268,29.59,29.84177083,0.678
IR1,IR,6/27/15,30.268,29.615,29.93007292,0.653
IR1,IR,6/28/15,30.142,29.49,29.82170833,0.652
IR1,IR,6/29/15,30.016,29.19,29.65125,0.826
IR1,IR,6/30/15,29.765,29.165,29.50007292,0.6
IR1,IR,7/1/15,29.991,29.215,29.55708333,0.776
IR1,IR,7/2/15,30.016,28.916,29.46695833,1.1
IR1,IR,7/3/15,29.89,29.315,29.60159375,0.575
IR1,IR,7/4/15,29.815,29.09,29.43526042,0.725
IR1,IR,7/5/15,30.192,29.04,29.48452083,1.152
IR1,IR,7/6/15,29.865,29.215,29.6031875,0.65
IR1,IR,7/7/15,29.74,28.916,29.345625,0.824
IR1,IR,7/8/15,29.84,28.841,29.22141667,0.999
IR1,IR,7/9/15,29.715,29.19,29.37441667,0.525
IR1,IR,7/10/15,29.84,28.99,29.43461458,0.85
IR1,IR,7/11/15,29.515,28.916,29.270875,0.599
IR1,IR,7/12/15,29.265,28.419,29.03671875,0.846
IR1,IR,7/13/15,29.34,28.642,29.01513542,0.698
IR1,IR,7/14/15,29.464,28.617,29.06314583,0.847
IR1,IR,7/15/15,29.414,28.568,28.97042708,0.846
IR1,IR,7/16/15,29.29,28.518,28.80886458,0.772
IR1,IR,7/17/15,29.19,28.742,28.87067708,0.448
IR1,IR,7/18/15,29.365,28.394,28.95175,0.971
IR1,IR,7/19/15,29.389,28.841,29.04880208,0.548
IR1,IR,7/20/15,29.54,29.015,29.176625,0.525
IR1,IR,7/21/15,29.59,29.015,29.36404167,0.575
IR1,IR,7/22/15,29.665,29.015,29.33358333,0.65
IR1,IR,7/23/15,29.49,29.165,29.28797917,0.325
IR1,IR,7/24/15,29.715,29.215,29.39154167,0.5
IR1,IR,7/25/15,29.966,29.065,29.51184375,0.901
IR1,IR,7/26/15,29.916,29.115,29.60476042,0.801
IR1,IR,7/27/15,30.142,29.19,29.65864583,0.952
IR1,IR,7/28/15,29.59,29.015,29.28152083,0.575
IR1,IR,7/29/15,29.24,28.965,29.0775,0.275
IR1,IR,7/30/15,29.29,28.493,28.89096875,0.797
IR1,IR,7/31/15,29.315,28.667,29.03870833,0.648
IR1,IR,8/1/15,29.015,28.568,28.78646875,0.447
IR1,IR,8/2/15,29.49,28.99,29.17767708,0.5
IR1,IR,8/3/15,29.916,28.941,29.33317708,0.975
IR1,IR,8/4/15,29.64,29.165,29.36961458,0.475
IR1,IR,8/5/15,30.041,28.941,29.44625,1.1
IR1,IR,8/6/15,29.665,29.015,29.3089375,0.65
IR1,IR,8/7/15,29.64,28.717,29.23965625,0.923
IR1,IR,8/8/15,29.84,29.065,29.39646875,0.775
IR1,IR,8/9/15,29.565,29.09,29.25334375,0.475
IR1,IR,8/10/15,29.34,28.891,29.16064583,0.449
IR1,IR,8/11/15,29.991,29.29,29.70091667,0.701
IR1,IR,8/12/15,29.89,29.29,29.68790625,0.6
IR1,IR,8/13/15,29.941,28.965,29.493625,0.976
IR1,IR,8/14/15,29.615,29.215,29.392,0.4
IR1,IR,8/15/15,29.24,28.841,29.1195,0.399
IR1,IR,8/16/15,29.165,28.493,28.87151042,0.672
IR1,IR,8/17/15,28.891,28.419,28.70615625,0.472
IR1,IR,8/18/15,28.891,28.147,28.6701875,0.744
IR1,IR,8/19/15,29.165,27.899,28.66194792,1.266
IR1,IR,8/20/15,29.439,28.841,29.10067708,0.598
IR1,IR,8/21/15,29.09,28.593,28.91803125,0.497
IR1,IR,8/22/15,29.315,28.742,28.99077083,0.573
IR1,IR,8/23/15,29.79,28.99,29.33435417,0.8
IR1,IR,8/24/15,29.515,28.866,29.34023958,0.649
IR1,IR,8/25/15,29.439,28.692,29.21783333,0.747
IR1,IR,8/26/15,29.414,28.667,29.00072917,0.747
IR1,IR,8/27/15,30.041,29.04,29.344375,1.001
IR1,IR,8/28/15,30.243,29.29,29.63842708,0.953
IR1,IR,8/29/15,29.765,29.59,29.66708333,0.175
IR1,IR,8/30/15,30.318,29.565,29.91775,0.753
IR1,IR,8/31/15,30.697,29.991,30.29307292,0.706
IR1,IR,9/1/15,30.444,29.715,30.04889583,0.729
IR1,IR,9/2/15,29.79,29.29,29.650625,0.5
IR1,IR,9/3/15,29.79,29.19,29.44869792,0.6
IR1,IR,9/4/15,29.765,28.916,29.36667708,0.849
IR1,IR,9/5/15,29.64,29.165,29.41885417,0.475
IR1,IR,9/6/15,29.715,29.09,29.45919792,0.625
IR1,IR,9/7/15,29.565,28.916,29.14525,0.649
IR1,IR,9/8/15,28.916,28.667,28.7489375,0.249
IR1,IR,9/9/15,28.965,28.394,28.69013542,0.571
IR1,IR,9/10/15,29.19,28.394,28.7198125,0.796
IR1,IR,9/11/15,28.766,28.072,28.52325,0.694
IR1,IR,9/12/15,29.265,28.097,28.661625,1.168
IR1,IR,9/13/15,29.74,28.941,29.24166667,0.799
IR1,IR,9/14/15,29.515,29.14,29.26486458,0.375
IR1,IR,9/15/15,29.815,29.04,29.32873958,0.775
IR1,IR,9/16/15,29.439,28.99,29.22145833,0.449
IR1,IR,9/17/15,29.414,28.617,29.06494792,0.797
IR1,IR,9/18/15,29.966,28.891,29.38940625,1.075
IR1,IR,9/19/15,30.268,29.69,29.97504167,0.578
IR1,IR,9/20/15,30.824,29.89,30.24701042,0.934
IR1,IR,9/21/15,31.052,30.142,30.60591667,0.91
IR1,IR,9/22/15,30.9,29.815,30.51688542,1.085
IR1,IR,9/23/15,30.343,29.79,29.96451042,0.553
IR1,IR,9/24/15,30.52,29.84,30.14277083,0.68
IR1,IR,9/25/15,30.748,29.79,30.32521875,0.958
IR1,IR,9/26/15,31.306,29.991,30.5823125,1.315
IR1,IR,9/27/15,31.689,30.697,31.00313542,0.992
IR1,IR,9/28/15,31.433,30.621,30.9629375,0.812
IR1,IR,9/29/15,31.408,30.621,30.95446875,0.787
IR1,IR,9/30/15,31.204,30.672,30.91841667,0.532
IR1,IR,10/1/15,31.484,30.545,30.88892708,0.939
IR1,IR,10/2/15,31.306,30.748,30.97770833,0.558
IR1,IR,10/3/15,31.382,30.697,30.92717708,0.685
IR1,IR,10/4/15,31.306,30.697,30.95285417,0.609
IR1,IR,10/5/15,31.459,30.495,30.932625,0.964
IR1,IR,10/6/15,31.255,30.697,30.94257292,0.558
IR1,IR,10/7/15,31.255,30.419,30.83182292,0.836
IR1,IR,10/8/15,31.103,30.343,30.81321875,0.76
IR1,IR,10/9/15,31.077,30.016,30.50244792,1.061
IR1,IR,10/10/15,30.9,29.991,30.57508333,0.909
IR1,IR,10/11/15,30.672,30.217,30.43460417,0.455
IR1,IR,10/12/15,31.026,30.369,30.60447917,0.657
IR1,IR,10/13/15,30.874,30.369,30.59723958,0.505
IR1,IR,10/14/15,31.026,30.117,30.60470833,0.909
IR1,IR,10/15/15,31.128,30.343,30.68665625,0.785
IR1,IR,10/16/15,30.773,30.066,30.40973958,0.707
IR1,IR,10/17/15,30.798,30.293,30.55854167,0.505
IR1,IR,10/18/15,31.357,30.369,30.88996875,0.988
IR1,IR,10/19/15,31.586,30.95,31.26928125,0.636
IR1,IR,10/20/15,31.791,31.255,31.52078125,0.536
IR1,IR,10/21/15,32.021,31.281,31.56415625,0.74
IR1,IR,10/22/15,31.433,31.103,31.26996875,0.33
IR1,IR,10/23/15,31.281,30.874,31.10896875,0.407
IR1,IR,10/24/15,31.281,30.545,30.81083333,0.736
IR1,IR,10/25/15,31.026,30.495,30.75013542,0.531
IR1,IR,10/26/15,31.281,30.52,30.89011458,0.761
IR1,IR,10/27/15,31.535,30.646,31.04064583,0.889
IR1,IR,10/28/15,31.74,30.697,31.14454167,1.043
IR1,IR,10/29/15,31.919,30.874,31.40840625,1.045
IR1,IR,10/30/15,31.382,30.596,30.9924375,0.786
IR1,IR,10/31/15,30.798,30.293,30.52609375,0.505
IR1,IR,11/1/15,30.824,30.091,30.46294792,0.733
IR1,IR,11/2/15,31.153,30.268,30.64061458,0.885
IR1,IR,11/3/15,31.433,30.672,30.92748958,0.761
IR1,IR,11/4/15,31.842,30.596,31.03175,1.246
IR1,IR,11/5/15,31.408,30.268,30.95159375,1.14
IR1,IR,11/6/15,31.382,30.571,30.92915625,0.811
IR1,IR,11/7/15,31.408,30.773,31.01888542,0.635
IR1,IR,11/8/15,31.433,30.394,30.92726042,1.039
IR1,IR,11/9/15,31.153,30.621,30.90741667,0.532
IR1,IR,11/10/15,31.179,30.621,30.8709375,0.558
IR1,IR,11/11/15,31.433,30.545,30.93963542,0.888
IR1,IR,11/12/15,31.459,30.495,30.88838542,0.964
IR1,IR,11/13/15,31.586,30.394,30.91378125,1.192
IR1,IR,11/14/15,31.179,30.469,30.72142708,0.71
IR1,IR,11/15/15,31.001,30.268,30.57448958,0.733
IR1,IR,11/16/15,30.545,30.192,30.30325,0.353
IR1,IR,11/17/15,30.824,30.066,30.42952083,0.758
IR1,IR,11/18/15,30.621,29.991,30.22894792,0.63
IR1,IR,11/19/15,30.394,29.815,30.09380208,0.579
IR1,IR,11/20/15,30.545,29.966,30.1360625,0.579
IR1,IR,11/21/15,30.874,30.091,30.42919792,0.783
IR1,IR,11/22/15,30.318,29.966,30.11029167,0.352
IR1,IR,11/23/15,29.966,29.615,29.7435,0.351
IR1,IR,11/24/15,29.84,29.065,29.42175,0.775
IR1,IR,11/25/15,29.941,28.916,29.42713542,1.025
IR1,IR,11/26/15,29.916,29.165,29.56684375,0.751
IR1,IR,11/27/15,29.865,28.99,29.35808333,0.875
IR1,IR,11/28/15,29.59,28.766,29.19344792,0.824
IR1,IR,11/29/15,29.765,28.816,29.34633333,0.949
IR1,IR,11/30/15,29.49,29.04,29.20244792,0.45
IR1,IR,12/1/15,29.59,28.965,29.2645,0.625
IR1,IR,12/2/15,29.74,28.965,29.32716667,0.775
IR1,IR,12/3/15,30.217,29.29,29.672875,0.927
IR1,IR,12/4/15,29.765,29.389,29.55535417,0.376
IR1,IR,12/5/15,29.49,28.965,29.273375,0.525
IR1,IR,12/6/15,29.414,28.891,29.1641875,0.523
IR1,IR,12/7/15,29.765,28.866,29.27302083,0.899
IR1,IR,12/8/15,29.916,28.916,29.48402083,1
IR1,IR,12/9/15,29.615,29.065,29.34305208,0.55
IR1,IR,12/10/15,29.74,28.965,29.33616667,0.775
IR1,IR,12/11/15,29.765,29.015,29.3880625,0.75
IR1,IR,12/12/15,29.74,29.265,29.52569792,0.475
IR1,IR,12/13/15,29.615,29.14,29.35855208,0.475
IR1,IR,12/14/15,29.515,28.891,29.23925,0.624
IR1,IR,12/15/15,30.091,28.816,29.32417708,1.275
IR1,IR,12/16/15,30.167,29.389,29.73276042,0.778
IR1,IR,12/17/15,30.066,29.515,29.71204167,0.551
IR1,IR,12/18/15,30.091,28.916,29.43790625,1.175
IR1,IR,12/19/15,29.84,29.04,29.38526042,0.8
IR1,IR,12/20/15,29.414,28.891,29.15570833,0.523
IR1,IR,12/21/15,29.389,28.617,28.98770833,0.772
IR1,IR,12/22/15,29.49,28.717,28.99497917,0.773
IR1,IR,12/23/15,29.19,28.816,29.03885417,0.374
IR1,IR,12/24/15,29.439,28.667,29.02346875,0.772
IR1,IR,12/25/15,29.439,28.717,29.04197917,0.722
IR1,IR,12/26/15,29.265,28.791,29.07420833,0.474
IR1,IR,12/27/15,29.115,28.667,28.94619792,0.448
IR1,IR,12/28/15,29.315,28.518,28.9416875,0.797
IR1,IR,12/29/15,29.59,28.692,29.1554375,0.898
IR1,IR,12/30/15,29.64,29.04,29.291875,0.6
IR1,IR,12/31/15,29.389,28.99,29.187125,0.399
IR1,IR,1/1/16,29.565,28.791,29.17269792,0.774
IR1,IR,1/2/16,29.464,28.841,29.14785417,0.623
IR1,IR,1/3/16,29.565,28.692,29.17325,0.873
IR1,IR,1/4/16,29.815,29.015,29.40845833,0.8
IR1,IR,1/5/16,29.515,28.941,29.16470833,0.574
IR1,IR,1/6/16,29.565,28.766,29.13259375,0.799
IR1,IR,1/7/16,29.115,28.791,28.94883333,0.324
IR1,IR,1/8/16,29.315,28.493,28.88036458,0.822
IR1,IR,1/9/16,29.34,28.667,29.03970833,0.673
IR1,IR,1/10/16,29.69,29.165,29.40544792,0.525
IR1,IR,1/11/16,29.615,29.065,29.33757292,0.55
IR1,IR,1/12/16,29.941,28.99,29.36644792,0.951
IR1,IR,1/13/16,29.439,29.065,29.23265625,0.374
IR1,IR,1/14/16,29.715,29.29,29.46984375,0.425
IR1,IR,1/15/16,29.916,29.19,29.51159375,0.726
IR1,IR,1/16/16,29.966,29.615,29.77784375,0.351
IR1,IR,1/17/16,30.192,29.615,29.84770833,0.577
IR1,IR,1/18/16,30.217,29.54,29.78891667,0.677
IR1,IR,1/19/16,29.59,29.065,29.30358333,0.525
IR1,IR,1/20/16,29.09,28.667,28.873125,0.423
IR1,IR,1/21/16,29.015,28.518,28.80916667,0.497
IR1,IR,1/22/16,29.34,28.32,28.9025625,1.02
IR1,IR,1/23/16,29.565,28.916,29.16551042,0.649
IR1,IR,1/24/16,28.99,28.444,28.771125,0.546
IR1,IR,1/25/16,28.419,28.072,28.24036458,0.347
IR1,IR,1/26/16,28.617,28.147,28.34821875,0.47
IR1,IR,1/27/16,28.791,28.147,28.45208333,0.644
IR1,IR,1/28/16,29.19,28.27,28.66092708,0.92
IR1,IR,1/29/16,29.04,28.543,28.7786875,0.497
IR1,IR,1/30/16,29.24,28.394,28.799375,0.846
IR1,IR,1/31/16,29.439,28.593,28.93695833,0.846
IR1,IR,2/1/16,29.414,28.667,28.94707292,0.747
IR1,IR,2/2/16,29.64,28.742,29.15402083,0.898
IR1,IR,2/3/16,29.74,28.866,29.19582292,0.874
IR1,IR,2/4/16,29.64,28.866,29.25426042,0.774
IR1,IR,2/5/16,29.265,28.617,28.9833125,0.648
IR1,IR,2/6/16,29.389,28.518,28.83386458,0.871
IR1,IR,2/7/16,29.04,28.642,28.7965,0.398
IR1,IR,2/8/16,28.766,28.32,28.54430208,0.446
IR1,IR,2/9/16,28.493,28.072,28.32079167,0.421
IR1,IR,2/10/16,27.998,27.653,27.86139583,0.345
IR1,IR,2/11/16,27.751,27.235,27.5920625,0.516
IR1,IR,2/12/16,28.32,27.038,27.62044792,1.282
IR1,IR,2/13/16,28.023,27.382,27.83470833,0.641
IR1,IR,2/14/16,28.295,27.186,27.74396875,1.109
IR1,IR,2/15/16,28.221,27.653,28.00923958,0.568
IR1,IR,2/16/16,28.444,27.924,28.21289583,0.52
IR1,IR,2/17/16,28.245,27.825,28.01991667,0.42
IR1,IR,2/18/16,28.221,27.899,28.02479167,0.322
IR1,IR,2/19/16,28.369,27.825,28.08919792,0.544
IR1,IR,2/20/16,28.196,27.604,27.88646875,0.592
IR1,IR,2/21/16,28.419,27.505,27.92364583,0.914
IR1,IR,2/22/16,28.891,28.097,28.46997917,0.794
IR1,IR,2/23/16,29.215,28.543,28.85001042,0.672
IR1,IR,2/24/16,29.715,29.09,29.42258333,0.625
IR1,IR,2/25/16,29.615,28.791,29.17120833,0.824
IR1,IR,2/26/16,28.916,27.899,28.47673958,1.017
IR1,IR,2/27/16,28.692,27.604,28.08169792,1.088
IR1,IR,2/28/16,28.791,27.924,28.17033333,0.867
IR1,IR,2/29/16,28.717,27.801,28.2255,0.916
IR1,IR,3/1/16,29.015,28.345,28.63971875,0.67
IR1,IR,3/2/16,28.717,28.221,28.49066667,0.496
IR1,IR,3/3/16,29.165,28.221,28.64719792,0.944
IR1,IR,3/4/16,29.389,28.419,28.81697917,0.97
IR1,IR,3/5/16,29.64,28.766,29.07635417,0.874
IR1,IR,3/6/16,29.615,28.916,29.15438542,0.699
IR1,IR,3/7/16,29.715,29.015,29.360375,0.7
IR1,IR,3/8/16,30.192,29.315,29.70864583,0.877
IR1,IR,3/9/16,30.52,29.815,30.07277083,0.705
IR1,IR,3/10/16,30.52,29.815,30.10791667,0.705
IR1,IR,3/11/16,30.646,30.293,30.4795,0.353
IR1,IR,3/12/16,30.444,29.84,30.17053125,0.604
IR1,IR,3/13/16,29.89,29.29,29.54784375,0.6
IR1,IR,3/14/16,29.941,29.165,29.45952083,0.776
IR1,IR,3/15/16,29.916,29.14,29.45276042,0.776
IR1,IR,3/16/16,30.117,29.389,29.67927083,0.728
IR1,IR,3/17/16,30.268,29.54,29.92796875,0.728
IR1,IR,3/18/16,30.646,29.765,30.15929167,0.881
IR1,IR,3/19/16,30.545,30.217,30.37178125,0.328
IR1,IR,3/20/16,30.646,30.243,30.42248958,0.403
IR1,IR,3/21/16,30.52,29.265,29.97970833,1.255
IR1,IR,3/22/16,29.665,28.766,29.1955625,0.899
IR1,IR,3/23/16,29.49,28.518,28.94783333,0.972
IR1,IR,3/24/16,29.84,29.065,29.36386458,0.775
IR1,IR,3/25/16,29.765,29.165,29.48752083,0.6
IR1,IR,3/26/16,29.765,29.315,29.52440625,0.45
IR1,IR,3/27/16,29.89,29.439,29.63890625,0.451
IR1,IR,3/28/16,29.715,29.29,29.47315625,0.425
IR1,IR,3/29/16,29.389,29.04,29.22692708,0.349
IR1,IR,3/30/16,29.84,28.941,29.43769792,0.899
IR1,IR,3/31/16,29.941,29.24,29.6553125,0.701
IR1,IR,4/1/16,30.748,29.665,30.14798958,1.083
IR1,IR,4/2/16,30.849,30.343,30.56665625,0.506
IR1,IR,4/3/16,30.773,30.394,30.56338542,0.379
IR1,IR,4/4/16,30.596,30.066,30.37935417,0.53
IR1,IR,4/5/16,30.52,29.74,29.9786875,0.78
IR1,IR,4/6/16,30.52,29.64,29.92415625,0.88
IR1,IR,4/7/16,30.419,29.615,29.96528125,0.804
IR1,IR,4/8/16,30.192,29.54,29.84827083,0.652
IR1,IR,4/9/16,30.268,29.464,29.87932292,0.804
IR1,IR,4/10/16,29.966,29.464,29.71138542,0.502
IR1,IR,4/11/16,30.016,29.19,29.61592708,0.826
IR1,IR,4/12/16,30.217,29.439,29.79408333,0.778
IR1,IR,4/13/16,30.672,29.59,30.07041667,1.082
IR1,IR,4/14/16,30.596,30.041,30.31770833,0.555
IR1,IR,4/15/16,30.545,29.966,30.21583333,0.579
IR1,IR,4/16/16,30.571,30.016,30.19826042,0.555
IR1,IR,4/17/16,30.824,30.016,30.28522917,0.808
IR1,IR,4/18/16,30.318,30.041,30.14047917,0.277
IR1,IR,4/19/16,30.066,29.464,29.76203125,0.602
IR1,IR,4/20/16,29.665,29.09,29.37876042,0.575
IR1,IR,4/21/16,29.84,29.09,29.46991667,0.75
IR1,IR,4/22/16,29.941,29.439,29.64636458,0.502
IR1,IR,4/23/16,30.369,29.54,29.91716667,0.829
IR1,IR,4/24/16,30.621,29.865,30.15365625,0.756
IR1,IR,4/25/16,30.9,30.041,30.35313542,0.859
IR1,IR,4/26/16,31.103,30.217,30.5635625,0.886
IR1,IR,4/27/16,31.179,30.318,30.78035417,0.861
IR1,IR,4/28/16,31.484,30.545,30.94990625,0.939
IR1,IR,4/29/16,31.714,30.596,31.08921875,1.118
IR1,IR,4/30/16,31.842,30.722,31.24872917,1.12
IR1,IR,5/1/16,31.868,31.001,31.38580208,0.867
IR1,IR,5/2/16,31.714,30.824,31.37097917,0.89
IR1,IR,5/3/16,32.15,31.052,31.64139583,1.098
IR1,IR,5/4/16,31.842,31.204,31.52797917,0.638
IR1,IR,5/5/16,31.791,31.128,31.44454167,0.663
IR1,IR,5/6/16,32.098,31.306,31.608125,0.792
IR1,IR,5/7/16,31.408,30.469,30.97185417,0.939
IR1,IR,5/8/16,30.545,29.64,30.09644792,0.905
IR1,IR,5/9/16,30.596,29.815,30.24291667,0.781
IR1,IR,5/10/16,30.9,30.091,30.44152083,0.809
IR1,IR,5/11/16,31.077,30.192,30.65460417,0.885
IR1,IR,5/12/16,30.672,30.343,30.5265625,0.329
IR1,IR,5/13/16,30.52,30.066,30.29745833,0.454
IR1,IR,5/14/16,30.268,29.715,29.99226042,0.553
IR1,IR,5/15/16,30.243,29.565,29.87465625,0.678
IR1,IR,5/16/16,30.268,29.865,30.00852083,0.403
IR1,IR,5/17/16,29.966,29.74,29.87029167,0.226
IR1,IR,5/18/16,29.815,29.464,29.62720833,0.351
IR1,IR,5/19/16,29.715,29.29,29.5395,0.425
IR1,IR,5/20/16,29.64,29.49,29.54520833,0.15
IR1,IR,5/21/16,29.84,29.315,29.51759375,0.525
IR1,IR,5/22/16,29.941,29.29,29.60264583,0.651
IR1,IR,5/23/16,29.665,29.34,29.53158333,0.325
IR1,IR,5/24/16,29.565,29.315,29.4615625,0.25
IR1,IR,5/25/16,30.343,29.389,29.80001042,0.954
IR1,IR,5/26/16,30.444,29.84,30.07540625,0.604
IR1,IR,5/27/16,30.444,29.665,30.00279167,0.779
IR1,IR,5/28/16,30.748,29.966,30.34605208,0.782
IR1,IR,5/29/16,31.204,30.293,30.65476042,0.911
IR1,IR,5/30/16,30.773,30.419,30.59295833,0.354
IR1,IR,5/31/16,31.23,30.016,30.49694792,1.214
IR1,IR,6/1/16,31.103,30.369,30.68173958,0.734
IR1,IR,6/2/16,31.128,30.117,30.6659375,1.011
IR1,IR,6/3/16,31.153,30.469,30.83621875,0.684
IR1,IR,6/4/16,31.689,30.824,31.20460417,0.865
IR1,IR,6/5/16,31.714,30.722,31.18548958,0.992
IR1,IR,6/6/16,31.357,30.571,31.0101875,0.786
IR1,IR,6/7/16,31.714,30.697,31.12277083,1.017
IR1,IR,6/8/16,31.842,30.874,31.41507292,0.968
IR1,IR,6/9/16,31.433,30.976,31.2448125,0.457
IR1,IR,6/10/16,31.408,30.874,31.06030208,0.534
IR1,IR,6/11/16,31.459,30.748,31.07030208,0.711
IR1,IR,6/12/16,30.976,30.52,30.72738542,0.456
IR1,IR,6/13/16,30.52,30.217,30.37813542,0.303
IR1,IR,6/14/16,30.849,29.79,30.39421875,1.059
IR1,IR,6/15/16,30.798,30.041,30.47539583,0.757
IR1,IR,6/16/16,30.95,30.192,30.495,0.758
IR1,IR,6/17/16,30.95,30.243,30.5071875,0.707
IR1,IR,6/18/16,30.874,30.243,30.46963542,0.631
IR1,IR,6/19/16,30.748,30.066,30.47236458,0.682
IR1,IR,6/20/16,30.596,30.117,30.29072917,0.479
IR1,IR,6/21/16,30.117,28.941,29.83078125,1.176
IR1,IR,6/22/16,30.646,29.59,30.01711458,1.056
IR1,IR,6/23/16,30.419,29.84,30.10928125,0.579
IR1,IR,6/24/16,30.217,29.74,29.86014583,0.477
IR1,IR,6/25/16,30.142,29.64,29.8569375,0.502
IR1,IR,6/26/16,30.167,29.665,29.83957292,0.502
IR1,IR,6/27/16,30.217,29.464,29.889,0.753
IR1,IR,6/28/16,30.293,29.665,30.04395833,0.628
IR1,IR,6/29/16,29.89,29.515,29.64,0.375
IR1,IR,6/30/16,30.041,29.365,29.72146875,0.676
IR1,IR,7/1/16,29.916,29.439,29.66578125,0.477
IR1,IR,7/2/16,29.74,28.941,29.18113542,0.799
IR1,IR,7/3/16,29.414,28.866,29.071625,0.548
IR1,IR,7/4/16,29.29,28.866,29.04492708,0.424
IR1,IR,7/5/16,29.464,28.841,29.07901042,0.623
IR1,IR,7/6/16,29.74,29.015,29.39021875,0.725
IR1,IR,7/7/16,30.117,29.515,29.73238542,0.602
IR1,IR,7/8/16,30.167,29.715,29.94308333,0.452
IR1,IR,7/9/16,29.89,29.265,29.71185417,0.625
IR1,IR,7/10/16,29.966,28.941,29.4959375,1.025
IR1,IR,7/11/16,29.79,29.165,29.3374375,0.625
IR1,IR,7/12/16,29.34,28.742,29.03805208,0.598
IR1,IR,7/13/16,29.59,28.543,29.10329167,1.047
IR1,IR,7/14/16,29.389,28.99,29.2535,0.399
IR1,IR,7/15/16,29.89,28.891,29.38822917,0.999
IR1,IR,7/16/16,29.69,28.816,29.41347917,0.874
IR1,IR,7/17/16,29.315,28.468,28.92727083,0.847
IR1,IR,7/18/16,29.54,28.717,29.12744792,0.823
IR1,IR,7/19/16,29.365,28.493,29.00685417,0.872
IR1,IR,7/20/16,29.464,29.19,29.27160417,0.274
IR1,IR,7/21/16,29.765,28.369,29.08403125,1.396
IR1,IR,7/22/16,29.715,28.965,29.25233333,0.75
IR1,IR,7/23/16,29.64,28.841,29.21230208,0.799
IR1,IR,7/24/16,29.515,28.766,29.15057292,0.749
IR1,IR,7/25/16,30.066,28.667,29.37638542,1.399
IR1,IR,7/26/16,30.117,29.29,29.60832292,0.827
IR1,IR,7/27/16,29.59,29.315,29.44584375,0.275
IR1,IR,7/28/16,29.59,28.568,29.35667708,1.022
IR1,IR,7/29/16,29.69,29.29,29.40982292,0.4
IR1,IR,7/30/16,29.365,28.742,29.00591667,0.623
IR1,IR,7/31/16,29.464,28.642,29.18252083,0.822
IR1,IR,8/1/16,29.54,28.916,29.27345833,0.624
IR1,IR,8/2/16,29.665,29.04,29.31617708,0.625
IR1,IR,8/3/16,29.79,29.165,29.41709375,0.625
IR1,IR,8/4/16,30.672,29.464,29.81775,1.208
IR1,IR,8/5/16,30.773,29.74,30.26521875,1.033
IR1,IR,8/6/16,30.419,29.69,29.99895833,0.729
IR1,IR,8/7/16,30.217,29.69,29.93755208,0.527
IR1,IR,8/8/16,30.824,29.715,30.14765625,1.109
IR1,IR,8/9/16,30.748,29.615,30.09380208,1.133
IR1,IR,8/10/16,29.69,29.315,29.56097917,0.375
IR1,IR,8/11/16,29.765,28.916,29.40530208,0.849
IR1,IR,8/12/16,30.293,28.99,29.65588542,1.303
IR1,IR,8/13/16,30.798,29.69,30.01860417,1.108
IR2,IR,6/15/15,30.243,29.49,29.74574702,0.753
IR2,IR,6/16/15,29.865,29.14,29.52121577,0.725
IR2,IR,6/17/15,29.715,29.065,29.48035714,0.65
IR2,IR,6/18/15,29.74,29.015,29.35392262,0.725
IR2,IR,6/19/15,29.916,29.215,29.40402679,0.701
IR2,IR,6/20/15,29.615,28.816,29.22869048,0.799
IR2,IR,6/21/15,29.765,28.841,29.3132128,0.924
IR2,IR,6/22/15,29.54,28.444,29.19045238,1.096
IR2,IR,6/23/15,29.389,28.468,28.92111458,0.921
IR2,IR,6/24/15,29.389,28.27,28.78308185,1.119
IR2,IR,6/25/15,29.49,28.816,29.09748363,0.674
IR2,IR,6/26/15,29.59,28.965,29.24977083,0.625
IR2,IR,6/27/15,29.89,29.09,29.45671131,0.8
IR2,IR,6/28/15,29.815,29.215,29.50637351,0.6
IR2,IR,6/29/15,29.74,29.09,29.4461369,0.65
IR2,IR,6/30/15,29.54,28.941,29.43750298,0.599
IR2,IR,7/1/15,29.54,28.196,28.94626935,1.344
IR2,IR,7/2/15,29.54,28.097,28.96457143,1.443
IR2,IR,7/3/15,29.79,28.543,29.1839003,1.247
IR2,IR,7/4/15,29.565,28.866,29.25000744,0.699
IR2,IR,7/5/15,29.515,28.642,29.09491518,0.873
IR2,IR,7/6/15,29.19,28.543,28.87346875,0.647
IR2,IR,7/7/15,29.19,28.221,28.83561458,0.969
IR2,IR,7/8/15,29.315,28.072,28.91201488,1.243
IR2,IR,7/9/15,29.19,28.097,28.66502827,1.093
IR2,IR,7/10/15,29.165,28.642,28.91329911,0.523
