site_number,site_location,date,Max,Min,Mean,Range
OR4,OR,2/8/16,28.147,27.604,27.82467708,0.543
OR4,OR,2/9/16,27.825,27.554,27.67770833,0.271
OR4,OR,2/10/16,27.604,27.014,27.31053125,0.59
OR4,OR,2/11/16,27.259,26.769,26.96960417,0.49
OR4,OR,2/12/16,27.85,26.867,27.4408125,0.983
OR4,OR,2/13/16,27.776,27.087,27.59875,0.689
OR4,OR,2/14/16,28.468,26.916,27.74980208,1.552
OR4,OR,2/15/16,28.147,27.579,27.829875,0.568
OR4,OR,2/16/16,28.147,27.481,27.72665625,0.666
OR4,OR,2/17/16,28.023,27.456,27.74122917,0.567
OR4,OR,2/18/16,27.924,27.481,27.61258333,0.443
OR4,OR,2/19/16,27.85,27.284,27.51341667,0.566
OR4,OR,2/20/16,27.628,27.259,27.4608125,0.369
OR4,OR,2/21/16,28.171,27.554,27.81240625,0.617
OR4,OR,2/22/16,28.841,27.579,27.93021875,1.262
OR4,OR,2/23/16,28.891,27.751,28.07269792,1.14
OR4,OR,2/24/16,29.79,27.53,28.236125,2.26
OR4,OR,2/25/16,28.791,28.072,28.4278125,0.719
OR4,OR,2/26/16,28.568,27.702,28.15633333,0.866
OR4,OR,2/27/16,28.27,27.456,27.90520833,0.814
OR4,OR,2/28/16,28.196,27.579,27.94409375,0.617
OR4,OR,2/29/16,28.072,27.431,27.82414583,0.641
OR4,OR,3/1/16,28.965,27.801,28.26819792,1.164
OR4,OR,3/2/16,28.717,27.998,28.24135417,0.719
OR4,OR,3/3/16,28.593,27.505,28.11184375,1.088
OR4,OR,3/4/16,28.468,27.949,28.18217708,0.519
OR4,OR,3/5/16,29.34,27.727,28.47416667,1.613
OR4,OR,3/6/16,29.04,28.171,28.51742708,0.869
OR4,OR,3/7/16,29.015,28.394,28.6404375,0.621
OR4,OR,3/8/16,29.665,28.394,28.89010417,1.271
OR4,OR,3/9/16,29.865,27.924,28.98001042,1.941
OR4,OR,3/10/16,29.365,27.899,28.58811458,1.466
OR4,OR,3/11/16,29.464,28.245,29.04194792,1.219
OR4,OR,3/12/16,29.365,28.543,28.94980208,0.822
OR4,OR,3/13/16,29.54,28.072,28.83414583,1.468
OR4,OR,3/14/16,28.99,27.825,28.41354167,1.165
OR4,OR,3/15/16,29.59,27.85,28.63341667,1.74
OR4,OR,3/16/16,29.54,28.072,28.72917708,1.468
OR4,OR,3/17/16,29.464,28.642,28.99141667,0.822
OR4,OR,3/18/16,30.268,28.072,28.99507292,2.196
OR4,OR,3/19/16,29.941,28.196,28.97908333,1.745
OR4,OR,3/20/16,30.293,28.196,29.19378125,2.097
OR4,OR,3/21/16,29.715,28.642,29.16378125,1.073
OR4,OR,3/22/16,28.841,28.171,28.46030208,0.67
OR4,OR,3/23/16,28.667,27.825,28.35290625,0.842
OR4,OR,3/24/16,29.414,28.493,28.90369792,0.921
OR4,OR,3/25/16,30.091,28.766,29.23914583,1.325
OR4,OR,3/26/16,29.439,28.642,29.08522917,0.797
OR4,OR,3/27/16,29.615,28.841,29.14222917,0.774
OR4,OR,3/28/16,29.24,28.866,29.02383333,0.374
OR4,OR,3/29/16,29.04,28.568,28.8398125,0.472
OR4,OR,3/30/16,29.54,28.518,28.87490625,1.022
OR4,OR,3/31/16,29.64,28.568,28.98409375,1.072
OR4,OR,4/1/16,30.041,28.642,29.14685417,1.399
OR4,OR,4/2/16,30.066,28.568,29.13045833,1.498
OR4,OR,4/3/16,30.243,28.543,29.40180208,1.7
OR4,OR,4/4/16,29.916,28.642,29.2826875,1.274
OR4,OR,4/5/16,29.74,28.642,29.06409375,1.098
OR4,OR,4/6/16,29.24,28.493,28.95596875,0.747
OR4,OR,4/7/16,29.64,28.369,29.0636875,1.271
OR4,OR,4/8/16,29.79,28.916,29.22234375,0.874
OR4,OR,4/9/16,29.941,28.791,29.24307292,1.15
OR4,OR,4/10/16,29.24,28.841,29.0478125,0.399
OR4,OR,4/11/16,29.615,28.816,29.24860417,0.799
OR4,OR,4/12/16,29.941,29.09,29.44879167,0.851
OR4,OR,4/13/16,30.167,29.19,29.50892708,0.977
OR4,OR,4/14/16,30.621,29.265,29.57234375,1.356
OR4,OR,4/15/16,30.217,29.165,29.51864583,1.052
OR4,OR,4/16/16,30.217,29.115,29.42667708,1.102
OR4,OR,4/17/16,30.167,29.09,29.46764583,1.077
OR4,OR,4/18/16,29.615,29.29,29.41696875,0.325
OR4,OR,4/19/16,29.389,28.841,29.03082292,0.548
OR4,OR,4/20/16,29.115,28.568,28.95351042,0.547
OR4,OR,4/21/16,29.414,28.742,29.03835417,0.672
OR4,OR,4/22/16,29.389,28.866,29.12628125,0.523
OR4,OR,4/23/16,29.615,28.891,29.25628125,0.724
OR4,OR,4/24/16,29.715,29.015,29.38045833,0.7
OR4,OR,4/25/16,30.268,29.29,29.81230208,0.978
OR4,OR,4/26/16,30.243,29.389,29.88546875,0.854
OR4,OR,4/27/16,30.52,29.665,29.98725,0.855
OR4,OR,4/28/16,30.925,29.79,30.14560417,1.135
OR4,OR,4/29/16,30.874,29.215,30.080125,1.659
OR4,OR,4/30/16,31.255,29.69,30.46545833,1.565
OR4,OR,5/1/16,31.484,30.167,30.73903125,1.317
OR4,OR,5/2/16,31.459,30.469,30.82973958,0.99
OR4,OR,5/3/16,31.51,30.469,30.86123958,1.041
OR4,OR,5/4/16,31.179,29.715,30.37546875,1.464
OR4,OR,5/5/16,31.357,29.79,30.51897917,1.567
OR4,OR,5/6/16,31.663,29.916,30.89702083,1.747
OR4,OR,5/7/16,30.697,29.865,30.18454167,0.832
OR4,OR,5/8/16,30.091,29.665,29.88178125,0.426
OR4,OR,5/9/16,31.281,29.815,30.3244375,1.466
OR4,OR,5/10/16,30.773,29.916,30.29683333,0.857
OR4,OR,5/11/16,31.153,30.041,30.4224375,1.112
OR4,OR,5/12/16,30.117,29.64,29.90222917,0.477
OR4,OR,5/13/16,29.966,29.389,29.649625,0.577
OR4,OR,5/14/16,29.54,29.015,29.24645833,0.525
OR4,OR,5/15/16,29.565,28.742,29.210625,0.823
OR4,OR,5/16/16,29.565,28.99,29.31735417,0.575
OR4,OR,5/17/16,29.615,29.165,29.39411458,0.45
OR4,OR,5/18/16,29.439,28.99,29.24835417,0.449
OR4,OR,5/19/16,29.565,28.891,29.32388542,0.674
OR4,OR,5/20/16,29.49,29.115,29.2994375,0.375
OR4,OR,5/21/16,29.365,29.015,29.15354167,0.35
OR4,OR,5/22/16,29.515,28.866,29.1679375,0.649
OR4,OR,5/23/16,29.54,29.165,29.38165625,0.375
OR4,OR,5/24/16,29.49,29.04,29.34810417,0.45
OR4,OR,5/25/16,30.343,29.315,29.815875,1.028
OR4,OR,5/26/16,30.545,29.815,30.14480208,0.73
OR4,OR,5/27/16,30.646,29.615,30.09697917,1.031
OR4,OR,5/28/16,30.52,29.941,30.17544792,0.579
OR4,OR,5/29/16,30.672,29.79,30.09958333,0.882
OR4,OR,5/30/16,30.748,29.765,30.1819375,0.983
OR4,OR,5/31/16,30.672,29.941,30.29860417,0.731
OR4,OR,6/1/16,30.874,30.066,30.42927083,0.808
OR4,OR,6/2/16,30.646,29.89,30.21060417,0.756
OR4,OR,6/3/16,30.469,29.815,30.13173958,0.654
OR4,OR,6/4/16,30.444,29.765,30.11264583,0.679
OR4,OR,6/5/16,31.001,30.041,30.49611458,0.96
OR4,OR,6/6/16,30.621,30.142,30.35685417,0.479
OR4,OR,6/7/16,30.621,29.941,30.32534375,0.68
OR4,OR,6/8/16,30.95,29.991,30.3654375,0.959
OR4,OR,6/9/16,30.9,29.865,30.20221875,1.035
OR4,OR,6/10/16,31.077,29.916,30.3415625,1.161
OR4,OR,6/11/16,31.204,30.016,30.35602083,1.188
OR4,OR,6/12/16,30.444,30.066,30.24630208,0.378
OR4,OR,6/13/16,30.142,29.065,29.87598958,1.077
OR4,OR,6/14/16,30.192,29.065,29.68717708,1.127
OR4,OR,6/15/16,30.495,29.715,30.06507292,0.78
OR4,OR,6/16/16,30.369,29.991,30.13847917,0.378
OR4,OR,6/17/16,30.343,29.865,30.04914583,0.478
OR4,OR,6/18/16,30.293,29.615,29.88352083,0.678
OR4,OR,6/19/16,29.941,29.615,29.78172917,0.326
OR4,OR,6/20/16,29.765,29.14,29.44852083,0.625
OR4,OR,6/21/16,29.84,29.315,29.58626042,0.525
OR4,OR,6/22/16,30.142,29.414,29.77509375,0.728
OR4,OR,6/23/16,30.016,29.54,29.77351042,0.476
OR4,OR,6/24/16,29.89,28.791,29.44764583,1.099
OR4,OR,6/25/16,29.265,28.742,29.050125,0.523
OR4,OR,6/26/16,29.439,28.617,29.04173958,0.822
OR4,OR,6/27/16,30.243,29.165,29.67730208,1.078
OR4,OR,6/28/16,29.865,29.215,29.42602083,0.65
OR4,OR,6/29/16,29.365,28.866,29.23402083,0.499
OR4,OR,6/30/16,29.49,28.816,29.25534375,0.674
OR4,OR,7/1/16,29.464,28.766,29.17215625,0.698
OR4,OR,7/2/16,29.14,28.617,28.92483333,0.523
OR4,OR,7/3/16,29.015,28.692,28.86677083,0.323
OR4,OR,7/4/16,28.99,28.147,28.60851042,0.843
OR4,OR,7/5/16,28.891,27.949,28.438,0.942
OR4,OR,7/6/16,29.09,28.667,28.83789583,0.423
OR4,OR,7/7/16,28.99,28.543,28.75732292,0.447
OR4,OR,7/8/16,29.215,28.766,29.03525,0.449
OR4,OR,7/9/16,29.015,28.369,28.65220833,0.646
OR4,OR,7/10/16,29.29,28.345,28.88913542,0.945
OR4,OR,7/11/16,29.09,28.543,28.80980208,0.547
OR4,OR,7/12/16,29.04,28.345,28.84682292,0.695
OR4,OR,7/13/16,28.766,28.122,28.43538542,0.644
OR4,OR,7/14/16,28.766,27.825,28.437875,0.941
OR4,OR,7/15/16,28.841,27.949,28.54997917,0.892
OR4,OR,7/16/16,28.916,28.171,28.50141667,0.745
OR4,OR,7/17/16,28.617,28.023,28.27852083,0.594
OR4,OR,7/18/16,28.568,27.825,28.22364583,0.743
OR4,OR,7/19/16,28.642,28.122,28.38125,0.52
OR4,OR,7/20/16,28.941,28.147,28.66191667,0.794
OR4,OR,7/21/16,29.565,27.702,28.61151042,1.863
OR4,OR,7/22/16,29.414,28.468,29.02110417,0.946
OR4,OR,7/23/16,29.665,28.394,28.83616667,1.271
OR4,OR,7/24/16,29.115,28.742,28.93740625,0.373
OR4,OR,7/25/16,29.54,28.916,29.12758333,0.624
OR4,OR,7/26/16,29.665,28.99,29.37920833,0.675
OR4,OR,7/27/16,29.59,28.791,29.15613542,0.799
OR4,OR,7/28/16,28.816,28.27,28.60994792,0.546
OR4,OR,7/29/16,29.29,28.493,28.9048125,0.797
OR4,OR,7/30/16,28.816,28.394,28.65464583,0.422
OR4,OR,7/31/16,28.866,28.023,28.555,0.843
OR4,OR,8/1/16,28.866,28.295,28.69584375,0.571
OR4,OR,8/2/16,29.54,28.27,28.96908333,1.27
OR4,OR,8/3/16,29.439,28.941,29.21383333,0.498
OR4,OR,8/4/16,29.84,28.841,29.245625,0.999
OR4,OR,8/5/16,29.59,29.015,29.23392708,0.575
OR4,OR,8/6/16,29.89,28.742,29.25560417,1.148
OR4,OR,8/7/16,29.815,29.19,29.48038542,0.625
OR4,OR,8/8/16,30.621,29.74,30.11386458,0.881
OR4,OR,8/9/16,30.394,29.24,29.85339583,1.154
OR4,OR,8/10/16,29.464,28.642,29.03484375,0.822
OR4,OR,8/11/16,28.841,28.444,28.71052083,0.397
OR4,OR,8/12/16,29.19,28.493,28.89302083,0.697
OR4,OR,8/13/16,29.84,28.692,29.23457292,1.148
